dappNAme,category,users,Platform,Devact,Volume7d,github,status,Date,license
AnnSol,Security,0,Ethereum,0,0,https://github.com/exo-one/ann.sol?utm_source=StateOfTheDApps,Live,"Sep 15th, 2017",MIT
Ink,Exchanges,0,Ethereum,0,0,null,WIP,"Nov 23rd, 2017",Unknown license
ETH-Tempus,Development,0,Ethereum,2,0,https://github.com/jfdelgad/ETH-Tempus?utm_source=StateOfTheDApps,Beta,"Apr 10th, 2018",MIT
Blocksure,Insurance,0,Ethereum,0,0,https://github.com/Blocksure?utm_source=StateOfTheDApps,WIP,"May 20th, 2017",GPL v3.0
CONTRIB,Finance,0,Ethereum,0,0,https://github.com/DevelopersContrib/Crypto?utm_source=StateOfTheDApps,Live,"Aug 18th, 2017",Unknown license
CryptoFlix,Media,0,Ethereum,0,0,null,WIP,"Mar 14th, 2018",Unknown license
EscrowMyEther,Security,0,Ethereum,1,0,https://github.com/KayinCheung/KayinCheung.github.io?utm_source=StateOfTheDApps,Prototype,"Sep 13th, 2017",GPL 3.0
Distense,Property,0,Ethereum,157,0,https://github.com/Distense/distense?utm_source=StateOfTheDApps,WIP,"Oct 8th, 2017",Unlicensed
Carbon,Exchanges,0,Ethereum,0,0,null,WIP,"Dec 23rd, 2017",MIT
Peer Mountain,Security,0,Ethereum,0,0,null,WIP,"Dec 29th, 2017",Unknown license
The Button,Gambling,0,Ethereum,0,0,https://github.com/paradoxDAO/thebutton?utm_source=StateOfTheDApps,Live,"Jul 17th, 2018",MIT
Gimbl,Gambling,0,Ethereum,0,0,https://github.com/gimbl?utm_source=StateOfTheDApps,WIP,"Jan 23rd, 2019",Unknown license
IPFS,Media,0,Ethereum,288,0,https://github.com/ipfs/ipfs?utm_source=StateOfTheDApps,Live,"May 22nd, 2017",MIT
Bankera,Exchanges,0,Ethereum,0,0,null,Prototype,"Apr 25th, 2018",Unknown license
Quixxi,Security,0,Ethereum,0,0,null,WIP,"Feb 15th, 2018",Unknown license
MAVRO,Gambling,0,Ethereum,0,0,https://github.com/MAVRO2?utm_source=StateOfTheDApps,WIP,"Oct 12th, 2018",Unknown license
Aletheia,Governance,0,Ethereum,0,0,https://github.com/aletheia-foundation?utm_source=StateOfTheDApps,WIP,"Sep 14th, 2017",GNU GPL
Stargate,Gambling,0,Ethereum,0,0,null,Live,"Sep 2nd, 2018",MIT
AirToken,Finance,0,Ethereum,0,0,null,WIP,"Jan 16th, 2018",Unknown license
ADAPT,Development,0,Ethereum,0,0,null,WIP,"May 3rd, 2018",Unknown license
Own A Number,Property,0,Ethereum,0,0,null,Live,"Nov 3rd, 2017",Public
Ankorus,Exchanges,0,Ethereum,0,0,null,WIP,"Jan 2nd, 2018",Unknown license
Ethcro,Development,0,Ethereum,0,0,null,Prototype,"Jul 30th, 2017",GPLv3
Render Token,Exchanges,0,Ethereum,0,0,null,WIP,"Nov 22nd, 2017",Unknown license
EthCrow,Finance,0,Ethereum,0,0,https://github.com/nedodn/ethcrow?utm_source=StateOfTheDApps,Prototype,"Sep 27th, 2017",MIT
PROPX NanoChain,Finance,0,Ethereum,0,0,null,WIP,"Nov 30th, 2017",MIT
SelfPay,Wallet,0,Ethereum,0,0,https://github.com/SelfPay?utm_source=StateOfTheDApps,WIP,"Sep 15th, 2017",Proprietary
Nipps,Games,0,Ethereum,0,0,null,WIP,"Apr 21st, 2018",MIT
EOSPlaystation,Gambling,1,EOS,0,0,null,Live,"Jan 7th, 2019",Unknown license
Wall Street Market,Gambling,0,Ethereum,0,0,null,Live,"Sep 16th, 2018",MIT
ETHGG,Gambling,0,Ethereum,0,0,null,Live,"Nov 5th, 2018",Unknown license
Wagerwar,Gambling,0,Ethereum,0,0,null,Live,"Dec 7th, 2018",GPL
PlusCoin,Exchanges,0,Ethereum,0,0,https://github.com/Onther-Tech/pluscoin-crowdsale?utm_source=StateOfTheDApps,WIP,"Sep 19th, 2017",Unknown license
Toastycoin,Games,0,Ethereum,0,0,https://github.com/coinop-logan/coinop-logan.github.io?utm_source=StateOfTheDApps,Live,"Nov 27th, 2017",Unknown license
Pactum,Development,0,Ethereum,0,0,https://github.com/Pactum?utm_source=StateOfTheDApps,WIP,"Jul 4th, 2017",proprietary
Ellcrys,Development,0,Ethereum,14,0,https://github.com/ellcrys?utm_source=StateOfTheDApps,WIP,"Jul 14th, 2017",AGPL
BullToken,Finance,0,Ethereum,0,0,null,WIP,"Dec 5th, 2017",Unknown license
PLAYFUN,Gambling,0,EOS,0,0,null,Live,"Apr 15th, 2019",Unknown license
Nottar.io,Governance,0,Ethereum,0,0,https://github.com/danmermel/nottar.io?utm_source=StateOfTheDApps,Live,"Jun 30th, 2017",Apache-2.0
WandX,Finance,0,Ethereum,0,0,https://github.com/WandXDapp?utm_source=StateOfTheDApps,WIP,"Jul 4th, 2017",proprietary
Funcity,Gambling,1,EOS,0,0,null,Live,"Nov 3rd, 2018",Unknown license
8 Stakes,Games,0,Ethereum,0,0,null,Live,"Nov 30th, 2017",MIT
PlusTen,Games,0,Ethereum,0,0,https://github.com/jquentin/TenMinus?utm_source=StateOfTheDApps,Prototype,"Dec 28th, 2017",MIT
Corl,Finance,0,Ethereum,0,0,null,Prototype,"Nov 15th, 2017",Unknown license
EtherMetal,Exchanges,0,Ethereum,0,0,https://github.com/ethermetal/ethermetal?utm_source=StateOfTheDApps,Prototype,"Aug 21st, 2017",open source
Paradise,Gambling,0,Ethereum,0,0,null,Live,"Sep 20th, 2018",Unknown license
Ether Guess,Games,0,Ethereum,0,0,null,Live,"Jan 15th, 2018",Unknown license
OriginBet,Gambling,0,Ethereum,0,0,null,Live,"Oct 16th, 2018",Unknown license
Polkadot,Social,0,Ethereum,0,0,null,WIP,"Nov 22nd, 2017",Unknown license
Medical Record System,Health,0,Ethereum,0,0,https://github.com/nsfxc/RBAC_Medical_System?utm_source=StateOfTheDApps,WIP,"Dec 9th, 2017",Apache 2.0
HireMatch,Social,0,Ethereum,0,0,null,WIP,"Jan 11th, 2018",Unknown license
Russian Roulette,Gambling,0,Ethereum,0,0,null,Live,"Dec 13th, 2018",Unknown license
WeiFund,Finance,0,Ethereum,0,0,https://github.com/weifund?utm_source=StateOfTheDApps,Prototype,"Aug 15th, 2015",MIT
Rouge,Social,0,Ethereum,12,0,https://github.com/TheRougeProject?utm_source=StateOfTheDApps,WIP,"Aug 13th, 2017",AGPL
Ether WordCloud,Media,0,Ethereum,0,0,https://github.com/jamespic/ether-wordcloud?utm_source=StateOfTheDApps,Concept,"Apr 3rd, 2018",MIT
GrünStromJeton,Energy,0,Ethereum,0,0,https://github.com/zoernert/zoernert.github.io?utm_source=StateOfTheDApps,Live,"Sep 18th, 2016",MIT
Feedes,Marketplaces,0,Ethereum,0,0,null,Prototype,"Jan 19th, 2018",Unknown license
MArtinoFriends,Social,0,Ethereum,0,0,null,WIP,"Nov 1st, 2017",Unknown license
Chanceeth,Gambling,0,Ethereum,0,0,https://github.com/chanceth?utm_source=StateOfTheDApps,Live,"Oct 3rd, 2018",MIT
megaballio,Gambling,0,Ethereum,0,0,null,Live,"Jan 22nd, 2019",MIT
win777,Gambling,1,Ethereum,0,127,null,Live,"Aug 20th, 2018",Unknown license
Three Stars Slot,Gambling,0,EOS,0,0,https://github.com/NPSBlockchainLab?utm_source=StateOfTheDApps,Live,"Sep 15th, 2018",Unknown license
Trust Game,Games,0,Ethereum,0,0,https://github.com/feleio/trust-dapp?utm_source=StateOfTheDApps,Live,"Nov 11th, 2017",MIT
ShelterCoin,Social,0,Ethereum,0,0,null,WIP,"Jan 15th, 2018",Unknown license
balanceof,Finance,0,Ethereum,0,0,null,Live,"Nov 29th, 2017",MIT
Ezether,Exchanges,0,Ethereum,0,0,null,Live,"Aug 18th, 2017",Unknown license
ZeroExchange,Exchanges,0,Ethereum,0,0,null,Live,"Oct 24th, 2017",Unknown license
Beyond The Void,Games,0,Ethereum,0,0,null,Live,"Jun 5th, 2017",Unknown license
Howl,Security,0,Ethereum,0,0,https://github.com/KamesCG/howl?utm_source=StateOfTheDApps,WIP,"Oct 24th, 2017",Unknown license
Duke of Ether,Games,0,Ethereum,0,0,null,Live,"Nov 14th, 2017",Unknown license
Gainmers,Gambling,0,Ethereum,0,0,https://github.com/GainmersProject/Gainmers_SmartContract?utm_source=StateOfTheDApps,Beta,"Jun 20th, 2018",Unknown license
Ruletka,Gambling,0,Ethereum,0,0,null,Live,"Jul 20th, 2018",MIT
Althea,Development,0,Ethereum,0,0,https://github.com/althea-mesh?utm_source=StateOfTheDApps,WIP,"Jun 26th, 2017",open source
ANRYZE Distributed Network,Development,0,Ethereum,0,0,null,Prototype,"Jun 15th, 2017",Unknown license
Truffle,Development,0,Ethereum,905,0,https://github.com/trufflesuite/truffle?utm_source=StateOfTheDApps,Prototype,"Jul 7th, 2015",MIT
Tug Of War,Games,0,Ethereum,0,0,null,Prototype,"Sep 29th, 2017",Proprietary
smartCV,Storage,0,Ethereum,0,0,https://github.com/mayukhdifferent/smartCV?utm_source=StateOfTheDApps,Beta,"Feb 15th, 2018",Unknown license
Sweetbridge,Property,0,Ethereum,0,0,null,WIP,"Sep 18th, 2017",Unknown license
Share&Charge,Social,0,Ethereum,0,0,null,Live,"Jun 8th, 2017",Unknown license
Lucky You!,Gambling,0,Ethereum,0,0,https://github.com/luckyyousc/luckyyou?utm_source=StateOfTheDApps,Live,"Jul 11th, 2018",GPL
SnailTree,High risk,2,Ethereum,0,10,https://github.com/snailking/snailtree?utm_source=StateOfTheDApps,Live,"Dec 29th, 2018",MIT
Block Store,Storage,0,Ethereum,0,0,https://github.com/krisrandall/blockstore?utm_source=StateOfTheDApps,Live,"Jul 13th, 2017",MIT
Provenance,Property,0,Ethereum,0,0,null,Live,"Apr 22nd, 2015",Unknown license
Coin2Fun Lottery,Gambling,0,Ethereum,0,0,https://github.com/Sushimania/coin2fun?utm_source=StateOfTheDApps,Live,"Mar 19th, 2018",MIT
Dankcoin,Exchanges,0,Ethereum,0,0,null,Live,"Aug 6th, 2017",MIT
Wallet Dapp,Wallet,0,Ethereum,3,0,https://github.com/ethereum/meteor-dapp-wallet?utm_source=StateOfTheDApps,Beta,"Apr 22nd, 2015",MIT
MUSystem,High risk,1,Ethereum,0,21,null,Live,"Jul 31st, 2018",GPL
CardMaster,Gambling,0,EOS,0,0,null,Live,"Apr 9th, 2019",Unknown license
Gameos,Gambling,0,EOS,0,0,https://github.com/gameosdotme/gameos?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
FarmerChain,Social,0,Ethereum,0,0,https://github.com/imshubhamsingh/FarmerChain?utm_source=StateOfTheDApps,Prototype,"Jan 2nd, 2018",MIT
Active World Bits,Finance,0,Ethereum,0,0,https://github.com/yaw-ico/YAW-docs?utm_source=StateOfTheDApps,Concept,"Dec 18th, 2017",MS SQL
Happy EOS Slot,Gambling,0,EOS,65,0,https://github.com/Andoromeda-Foundation?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
DOG the Opensource Bounty Hunter,Governance,0,Ethereum,0,0,https://github.com/NahimNasser/ethwaterloo2017?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",MIT
Orchid,Security,0,Ethereum,0,0,null,WIP,"Feb 8th, 2018",Unknown license
Mizhen Game1,Gambling,0,Ethereum,0,0,null,Live,"Nov 27th, 2018",Unknown license
Burstbet,Gambling,0,Ethereum,0,0,null,Live,"Dec 10th, 2018",Unknown license
Splyt,Property,0,Ethereum,12,0,https://github.com/splytcore?utm_source=StateOfTheDApps,WIP,"Aug 15th, 2017",Unknown license
Confideal,Development,0,Ethereum,0,0,null,WIP,"Jan 5th, 2018",Unknown license
Lendroid,Finance,0,Ethereum,4,0,https://github.com/lendroidproject?utm_source=StateOfTheDApps,WIP,"May 9th, 2017",open
Mizhen Boss,Gambling,0,Ethereum,0,0,null,Live,"Nov 27th, 2018",Unknown license
BlockCAT,Development,0,Ethereum,0,0,null,WIP,"Jun 26th, 2017",proprietary
Block Farm,Games,0,Ethereum,0,0,https://github.com/johnhckuo/Block-Farm?utm_source=StateOfTheDApps,Prototype,"Jul 4th, 2017",MIT
Rocky,Gambling,0,Ethereum,0,0,null,Live,"Sep 2nd, 2018",MIT
lucky9 lottery,Gambling,0,Ethereum,0,0,null,Live,"Aug 10th, 2018",GPL
Juncture,Games,0,Ethereum,0,0,https://github.com/eugolana/juncture?utm_source=StateOfTheDApps,Live,"Nov 23rd, 2017",Unknown license
Best Dice,Gambling,0,EOS,0,0,null,Live,"Dec 21st, 2018",Unknown license
Crypto Speech,Storage,0,Ethereum,0,0,null,Live,"Jul 29th, 2017",Unlicense
EOS Fomo Game,Gambling,0,EOS,0,0,https://github.com/eosfomogame?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
Lucky Plaza,Gambling,0,EOS,0,0,https://github.com/LuckyPlaza/LuckyPlaza?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
AQUA Rights,Finance,0,Ethereum,0,0,https://github.com/aquarights?utm_source=StateOfTheDApps,WIP,"Jun 29th, 2017",Unknown license
CryptoFees,Finance,0,Ethereum,3,0,https://github.com/keaukraine/cryptofees?utm_source=StateOfTheDApps,Live,"Jun 17th, 2017",MIT
0xchange.me,Exchanges,0,Ethereum,0,0,https://github.com/okwme/0xchange?utm_source=StateOfTheDApps,Prototype,"Oct 24th, 2017",Unknown license
GALA Center,Exchanges,0,Ethereum,0,0,null,Prototype,"Jan 9th, 2018",GPL
Chainy.Link,Media,0,Ethereum,0,0,https://github.com/EverexIO/Chainy?utm_source=StateOfTheDApps,Live,"Nov 24th, 2016",Apache
The Neon Network,Exchanges,0,Ethereum,0,0,https://github.com/BlockChain-UROP/ECoupon-on-blockchain?utm_source=StateOfTheDApps,Prototype,"Jan 8th, 2018",MIT
Crypto Crawl,Games,0,Ethereum,0,0,null,Prototype,"Nov 30th, 2017",GPL
TwitterHunt,Gambling,0,Ethereum,0,0,null,Beta,"Sep 13th, 2018",Unknown license
Ethplorer,Development,0,Ethereum,9,0,https://github.com/EverexIO/Ethplorer?utm_source=StateOfTheDApps,Live,"Mar 1st, 2017",Apache 2.0
Pay2Play,Games,0,Ethereum,0,0,https://github.com/disruptivewidgets/pay2play-meteor?utm_source=StateOfTheDApps,Prototype,"Aug 3rd, 2017",MIT
DigiPie,Gambling,0,Ethereum,0,0,null,Live,"Aug 9th, 2018",OSL
eth-iban-validator,Finance,0,Ethereum,0,0,https://github.com/mickaelvalmier/eth-iban-validator?utm_source=StateOfTheDApps,Live,"Mar 19th, 2017",MIT
EtherScan,Development,0,Ethereum,0,0,null,Live,"Aug 14th, 2015",Unknown license
SnailThrone,High risk,0,Ethereum,0,1,null,Live,"Nov 24th, 2018",MIT
200eth,High risk,0,Ethereum,0,0,https://github.com/200eth/200eth.com?utm_source=StateOfTheDApps,Live,"Feb 15th, 2019",GPL
FomoSports,Gambling,0,Ethereum,0,0,null,Live,"Oct 15th, 2018",Unknown license
EtherPoker,Gambling,0,Ethereum,0,0,null,WIP,"Sep 19th, 2018",Unknown license
Hive Commons,Social,0,Ethereum,0,0,https://github.com/HiveCommons/Hive-Commons?utm_source=StateOfTheDApps,Concept,"Jul 7th, 2017",HCL
Timberchain,Energy,0,Ethereum,0,0,null,Concept,"Dec 17th, 2017",Unknown license
NotarEth,Security,0,Ethereum,0,0,https://github.com/maran/notareth?utm_source=StateOfTheDApps,Live,"Aug 13th, 2015",MIT
EthEmbedded,Development,0,Ethereum,0,0,https://github.com/Oaken-Innovations?utm_source=StateOfTheDApps,WIP,"Jun 2nd, 2017",Unknown license
Gladiethers,Gambling,0,Ethereum,0,0,https://github.com/hugofreire/gladiethers.com?utm_source=StateOfTheDApps,Live,"May 29th, 2018","MIT,"
Kombit,Finance,0,Ethereum,0,0,null,WIP,"Nov 28th, 2017",MIT
TrustUs,Development,0,Ethereum,0,0,https://github.com/ScottStevenson/EthContractBuilder?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
The VRENAR Project,Social,0,Ethereum,0,0,null,WIP,"Feb 19th, 2018",Unknown license
Arcade City,Social,0,Ethereum,0,0,null,Prototype,"Mar 12th, 2016",Unknown license
Project Groundhog,Social,0,Ethereum,0,0,https://github.com/ethereumbuilders/groundhog?utm_source=StateOfTheDApps,Beta,"Apr 22nd, 2015",Unknown license
ethlottery,Gambling,0,Ethereum,0,0,https://github.com/ethergame?utm_source=StateOfTheDApps,Live,"Sep 4th, 2018",Unknown license
Benefactory,Social,0,Ethereum,0,0,null,Beta,"Jun 7th, 2017",Unknown license
Pass DAO,Finance,0,Ethereum,0,0,https://github.com/pacifics/Dao?utm_source=StateOfTheDApps,Live,"Feb 21st, 2017",GPL
Solidity Resources,Development,0,Ethereum,3,0,https://github.com/James-Sangalli/Solidity-Contract-Examples?utm_source=StateOfTheDApps,Concept,"May 18th, 2018",MIT
SmartDice,Gambling,0,Ethereum,0,0,null,Live,"Jun 13th, 2018",MIT
Prompt Kicker,Finance,0,Ethereum,0,0,null,Concept,"Dec 21st, 2017",GPL
ETHButton,Gambling,0,Ethereum,0,0,https://github.com/EthButton/website?utm_source=StateOfTheDApps,Live,"May 3rd, 2018",MIT
Guts,Security,0,Ethereum,0,0,null,Prototype,"Jun 15th, 2017",Unknown license
GuessEther,Gambling,0,Ethereum,0,0,null,Live,"Aug 1st, 2018",BSD
Crop Insurance,Insurance,0,Ethereum,2,0,https://github.com/etherisc?utm_source=StateOfTheDApps,Prototype,"Feb 20th, 2017",Unknown license
Prometheus,Development,0,Ethereum,0,0,https://github.com/willdavidc/prometh?utm_source=StateOfTheDApps,WIP,"Oct 24th, 2017",Unknown license
Billionaire Token,Gambling,0,EOS,0,0,https://github.com/billionairetoken?utm_source=StateOfTheDApps,Prototype,"Feb 4th, 2019",Unknown license
Macroverse,Games,0,Ethereum,2,0,https://github.com/NovakDistributed/macroverse?utm_source=StateOfTheDApps,Prototype,"Jun 23rd, 2017",Unknown license
VuePay,Media,0,Ethereum,0,0,https://github.com/vuepay?utm_source=StateOfTheDApps,Concept,"Aug 4th, 2017",MIT
Universal ÐApp,Development,0,Ethereum,0,0,https://github.com/d11e9/universal-dapp?utm_source=StateOfTheDApps,Live,"Sep 3rd, 2015",MIT
Ethereum Lottery,Gambling,0,Ethereum,0,0,null,Live,"Jul 8th, 2018",MIT
Smart Identity,Social,0,Ethereum,2,0,https://github.com/smartidentity?utm_source=StateOfTheDApps,Prototype,"Feb 26th, 2017",Apache 2
EthBadge,Identity,0,Ethereum,0,0,https://github.com/js0p/EthBadge?utm_source=StateOfTheDApps,Prototype,"Mar 25th, 2017",Apache
GameFUND Game Community,Gambling,0,Ethereum,0,0,https://github.com/gamefund?utm_source=StateOfTheDApps,Live,"Apr 25th, 2018",GPL
EtherDrop,Gambling,0,Ethereum,0,0,null,Live,"Aug 3rd, 2018",Unknown license
EthSharp,Development,0,Ethereum,0,0,https://github.com/EthSharp/ethsharp-compiler?utm_source=StateOfTheDApps,WIP,"Sep 9th, 2017",GNU v3.0
Register.eth,Storage,0,Ethereum,0,0,https://github.com/Registereth?utm_source=StateOfTheDApps,WIP,"Jun 27th, 2016",MIT
DDASH,Finance,0,Ethereum,0,0,https://github.com/osmode/ddash?utm_source=StateOfTheDApps,Prototype,"Dec 4th, 2017",MIT
Token Factory,Development,0,Ethereum,7,0,https://github.com/ConsenSys/Token-Factory?utm_source=StateOfTheDApps,Beta,"May 31st, 2017",MIT
BoardRoom,Governance,0,Ethereum,0,0,https://github.com/boardroom-project/boardroom-contracts?utm_source=StateOfTheDApps,WIP,"May 27th, 2015",MIT
Grove,Storage,0,Ethereum,0,0,https://github.com/pipermerriam/ethereum-grove?utm_source=StateOfTheDApps,Live,"Oct 7th, 2015",MIT
WinnerWinnerEtherDinner,Gambling,0,Ethereum,0,0,null,Live,"Aug 6th, 2018",GNU GPLv3
QuantMD.ai,Health,0,Ethereum,0,0,null,WIP,"Aug 18th, 2017",Open Source
Pocket by GoNetwork,Social,0,Ethereum,0,0,https://github.com/gonetwork-project/ethwaterloo-pocket?utm_source=StateOfTheDApps,WIP,"Oct 24th, 2017",Unknown license
Roll100,Gambling,0,Ethereum,0,0,null,Live,"Jun 5th, 2018",MIT
Coinslot,Gambling,0,Ethereum,0,95,null,Live,"Jun 6th, 2018",Unknown
Decentralized Ether Mixer,Finance,0,Ethereum,1,0,https://github.com/yaronvel/smart_contracts?utm_source=StateOfTheDApps,Live,"Oct 21st, 2016",MIT
Cryptorank,Gambling,0,Ethereum,0,0,null,Live,"Aug 10th, 2018",MIT
FREECELL,Gambling,0,Ethereum,0,0,null,WIP,"Sep 14th, 2018",Unknown license
The Million Ether Homepage,Media,0,Ethereum,0,0,https://github.com/porobov/MillionEtherHomepage?utm_source=StateOfTheDApps,Live,"Dec 20th, 2016",GNU GPL
Gold Auction,Finance,0,Ethereum,0,0,https://github.com/codetract/tokenAuction?utm_source=StateOfTheDApps,Prototype,"Mar 4th, 2017",MIT
EOSFinity,Gambling,1,EOS,0,0,null,Beta,"Sep 19th, 2018",Unknown license
Bitcoin Wallet,Wallet,0,Ethereum,0,0,https://github.com/rishavpiku/My_Dapp-Bitcoin-Wallet?utm_source=StateOfTheDApps,Live,"Sep 14th, 2017",MIT
Plasma-like Blockchain Exchange Network,Finance,0,Ethereum,1,0,https://github.com/BankEx/ethwaterloo-hackathon?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
cyber•Fund,Finance,0,Ethereum,0,0,https://github.com/cyberFund?utm_source=StateOfTheDApps,Concept,"Jul 20th, 2015",Unknown license
WTCOOO,Social,0,Ethereum,0,0,null,Concept,"Nov 9th, 2017",MIT
TURBOETH,High risk,1,Ethereum,0,0,null,Live,"Apr 29th, 2019",GPL
CSA Farm Token,Energy,0,Ethereum,0,0,https://github.com/edwardmack/csafarmtoken?utm_source=StateOfTheDApps,WIP,"Oct 24th, 2017",Unknown license
OpenShip,Property,0,Ethereum,0,0,https://github.com/Rooke/openship?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
Punch Clock,Social,0,Ethereum,0,0,https://github.com/tiendatiowa/punch-clock?utm_source=StateOfTheDApps,Live,"Jun 12th, 2017",Apache License 2.0
Platypus,Gambling,0,Ethereum,0,0,null,Live,"Aug 8th, 2018",Unknown license
Fly ToThe Moon,Gambling,0,Ethereum,0,0,null,Live,"Aug 7th, 2018",Unknown license
EthereumJackpot,Gambling,0,Ethereum,0,1,null,Live,"Feb 27th, 2018",GPL
Invoice Financing DApp,Finance,0,Ethereum,0,0,https://github.com/rishavpiku/Invoice-Finance-Dapp?utm_source=StateOfTheDApps,Prototype,"Nov 10th, 2017",MIT
EOS Lottery100,Gambling,0,EOS,0,0,https://github.com/lottery100/lottery100?utm_source=StateOfTheDApps,Live,"Sep 19th, 2018",Unknown license
EOS Poker,Gambling,0,EOS,0,0,null,Live,"Oct 16th, 2018",Unknown license
CrowdToken,Finance,0,Ethereum,0,0,https://github.com/CrowdCoin-Team?utm_source=StateOfTheDApps,WIP,"Aug 30th, 2017",MIT
CryptoSportz,Gambling,0,Ethereum,0,0,null,Live,"Mar 14th, 2018",GPL
Initial Bounty Offering Platform,Social,0,Ethereum,0,0,https://github.com/seanseany/ibo-ui?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
EthTicket,Media,0,Ethereum,0,0,null,Concept,"Oct 31st, 2017",GPL
DAO IPCI,Energy,0,Ethereum,0,0,null,Live,"Mar 14th, 2017",BSD 3
EBONDS,High risk,2,Ethereum,0,2,null,Live,"Jul 17th, 2019",MIT
Dsurance,Insurance,0,Ethereum,0,0,https://github.com/jashans98/Dsurance?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
eth-red,Development,0,Ethereum,0,0,https://github.com/Lucaszw/eth-red?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
Law4all,Governance,0,Ethereum,0,0,https://github.com/Herry-Xu/Law4all?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
XYZethr,Gambling,0,Ethereum,0,0,null,Live,"Aug 4th, 2018",MIT
ALLBET,Gambling,0,Ethereum,0,0,null,Live,"Nov 12th, 2018",Unknown license
Light Leadership Meritocratic Ratings Demo,Social,0,Ethereum,0,0,https://github.com/iamchrissmith/ethwaterloo?utm_source=StateOfTheDApps,Beta,"Oct 24th, 2017",Unknown license
Moon Raffle,Gambling,0,Ethereum,0,0,null,Live,"Dec 19th, 2018",Unknown license
Azrael,Development,0,Ethereum,0,0,https://github.com/fundrequest/azrael?utm_source=StateOfTheDApps,WIP,"Nov 27th, 2017",Unknown license
dappsys,Development,0,Ethereum,7,0,https://github.com/dapphub/dappsys?utm_source=StateOfTheDApps,Live,"Jan 2nd, 2016",MIT
EosRoller,Gambling,0,EOS,0,0,null,Live,"Sep 19th, 2018",Unknown license
sheth,Development,0,Ethereum,0,0,null,Prototype,"Jul 1st, 2017",MIT
WaveVote,Security,0,Ethereum,2,0,https://github.com/descampsk/wavevote?utm_source=StateOfTheDApps,WIP,"Oct 27th, 2017",MIT
MÖBIUS 2D,High risk,0,Ethereum,0,0,null,Live,"Sep 21st, 2018",Unknown license
THOT,Media,0,Ethereum,0,0,https://github.com/monkeyscage?utm_source=StateOfTheDApps,Live,"Feb 14th, 2017",Open source
korkscrew,Insurance,0,Ethereum,0,0,https://github.com/abhi12ravi/korkscrew?utm_source=StateOfTheDApps,WIP,"Jul 24th, 2017",MIT Licence
Dapple,Development,0,Ethereum,0,0,https://github.com/dapphub/dapple?utm_source=StateOfTheDApps,Live,"Jan 2nd, 2016",MIT
Charitychain,Social,0,Ethereum,0,0,https://github.com/charitychain-io?utm_source=StateOfTheDApps,WIP,"Apr 9th, 2017",MIT
EtherSim,Development,0,Ethereum,0,0,https://github.com/iurimatias/ethersim?utm_source=StateOfTheDApps,Live,"May 25th, 2016",MIT
Fair Dice,Gambling,0,EOS,0,0,null,Live,"Sep 19th, 2018",Unknown license
P3C.io,High risk,0,Ethereum,9,0,https://github.com/p3c-bot/p3c.github.io?utm_source=StateOfTheDApps,Live,"Sep 6th, 2018",GPL
Populus,Development,0,Ethereum,0,0,https://github.com/pipermerriam/populus?utm_source=StateOfTheDApps,Prototype,"Oct 7th, 2015",MIT
CryptoBets,Gambling,0,Ethereum,0,0,null,Live,"Apr 2nd, 2018",Unknown license
myHΞALTH,Insurance,0,Ethereum,0,0,https://github.com/micksabox/ethwaterloo2017?utm_source=StateOfTheDApps,WIP,"Oct 24th, 2017",Unknown license
AnonymousVoting,Security,0,Ethereum,7,0,https://github.com/stonecoldpat/anonymousvoting?utm_source=StateOfTheDApps,Prototype,"Feb 27th, 2017",MIT
WikiGit,Finance,0,Ethereum,0,0,https://github.com/ZeframLou/WikiGit?utm_source=StateOfTheDApps,WIP,"Oct 7th, 2017",GNU
OwlChain,Development,0,Ethereum,0,0,https://github.com/owlchain/owlchain-core?utm_source=StateOfTheDApps,WIP,"Jun 26th, 2017",proprietary
EtherTweet,Social,0,Ethereum,2,0,https://github.com/yep/eth-tweet?utm_source=StateOfTheDApps,Prototype,"Dec 17th, 2015",GPL v3.0
CoinShilling Club,Gambling,0,Ethereum,0,0,null,Live,"Aug 20th, 2018",MIT
Research Publishing,Media,0,Ethereum,0,0,null,Concept,"Aug 29th, 2017",Unknown license
BetMeUP,Gambling,0,Ethereum,0,0,null,Beta,"Sep 21st, 2018",Unknown license
IOE,High risk,0,Ethereum,0,0,null,Live,"Dec 18th, 2018",Unknown license
Virtue Poker,Gambling,0,Ethereum,0,0,null,WIP,"Jun 5th, 2017",Unknown license
Subdomain ENS,Marketplaces,0,Ethereum,0,0,null,Prototype,"Jul 29th, 2017",MIT
