Name,category,Balance,User,Volume24,Volume7d,Txn24,Txn7d,platform,github,smartContract
EOSPIN,gambling,1.9,0,0,0,0,0,  EOS,null,1
PumpDumpWars,games,413.72,0,0,0,0,0,  EOS,null,0
Dragon Gate Poker ÎÁ__»_Â,gambling,0,0,0,0,0,0,  EOS,null,1
Playgames,gambling,2.9,0,0,0,0,0,  EOS,null,1
YOUMORE,other,3,0,0,0,0,0,  EOS,null,1
BetGO,gambling,0,0,0,0,0,0,  EOS,null,0
eosgamez.io,gambling,35.98,0,0,0,0,0,  EOS,null,2
EOS Shadows,gambling,0,0,0,0,0,0,  EOS,null,1
EOS Turf,collectibles,48.9,0,0,0,0,0,  EOS,null,0
GGEOS,gambling,0,0,0,0,0,0,  EOS,null,1
EOS Roller and Coinflip,gambling,0,0,0,0,0,0,  EOS,null,0
More Candy,other,326.13,0,0,0,0,0,  EOS,null,0
QuickWin,gambling,0,0,0,0,0,0,  EOS,null,1
Rock Paper Scissors,gambling,21.13,0,0,0,0,0,  EOS,null,2
EOSLOTTO,gambling,13.37,0,0,0,0,0,  EOS,null,0
Happy EOS Slot,gambling,0,0,0,0,0,0,  EOS,null,0
Dungeon Hunt,gambling,0.07,0,0,0,0,0,  EOS,null,0
QP.GAMES - Five Card Stud,gambling,0,0,0,0,0,0,  EOS,null,1
LuckyCat,gambling,0.05,0,0,0,0,0,  EOS,null,0
EOS King,other,0,0,0,0,0,0,  EOS,null,1
EOS Celebrity,high-risk,0,0,0,0,0,0,  EOS,null,0
The Red Envelope,gambling,0.19,0,0,0,0,0,  EOS,null,2
Dollar Divs BTT DVC Exchange,high-risk,10,0,0,0,0,0,  TRON,null,0
OMO Passive,high-risk,5100,0,0,0,0,1,  TRON,null,1
King Of Trx,high-risk,0,0,0,0,0,0,  TRON,null,0
Tron Trump Wall,high-risk,0,0,0,0,0,0,  TRON,null,0
Tron Pot Potato,high-risk,0,0,0,0,0,0,  TRON,null,1
Agent Smith,high-risk,0,0,0,0,0,0,  TRON,null,0
TronVest,high-risk,0,0,0,0,0,0,  TRON,null,0
Bwenox Network,high-risk,0.013071,0,0,0,0,0,  TRON,null,0
Honest ROI,high-risk,0,0,0,0,0,5,  TRON,null,1
444TRON,high-risk,817.45044,0,0,0,0,0,  TRON,null,1
Tron Vault,high-risk,3700,0,0,0,0,0,  TRON,null,1
CCBank,high-risk,0.264807,0,0,0,0,0,  TRON,null,0
Temple of Tron,high-risk,3800,0,0,0,0,0,  TRON,null,1
Tron-gaga,high-risk,24100,0,0,0,0,3,  TRON,null,1
Tron Crocs Farm,high-risk,0,0,0,0,0,0,  TRON,null,0
TronInvest,high-risk,0.370589,0,0,0,0,0,  TRON,null,0
TronOne,high-risk,0.005565,0,0,0,0,0,  TRON,null,1
TRON GARDEN,high-risk,104,0,0,0,0,0,  TRON,null,1
Poker Dice,gambling,86300,0,0,0,0,0,  TRON,null,5
Bribery,high-risk,448.524363,0,0,0,0,0,  TRON,null,1
Tron Bamboo Rat Farm,high-risk,11.26459,0,0,0,0,0,  TRON,null,1
FarmBank,high-risk,2.024222,0,0,0,0,0,  TRON,null,1
Tron 3D,high-risk,12.350381,0,0,0,0,0,  TRON,null,1
TronMax,high-risk,0.279311,0,0,0,0,0,  TRON,null,1
BTTTron Daily ROI,high-risk,0.054038,0,0,0,0,0,  TRON,null,0
TCH5,high-risk,0.702836,0,0,0,0,0,  TRON,null,1
Ant Farmer,high-risk,150.182931,0,0,0,0,0,  TRON,null,1
Tron Double - Doo,high-risk,22900,0,0,0,0,7,  TRON,null,1
Tronoply,high-risk,0,0,0,0,0,0,  TRON,null,0
QuasarX,gambling,1400,0,0,0,0,0,  TRON,null,1
Tron Chicken Farm V2,high-risk,6.14817,0,0,0,0,0,  TRON,null,0
TronFund,high-risk,170.1756,0,0,9,0,6,  TRON,null,1
TronPot,gambling,0,0,0,0,0,0,  TRON,null,0
TRON GAME,gambling,180,0,0,0,0,0,  TRON,null,18
Tron Fomo,gambling,3300,0,0,0,0,0,  TRON,null,1
Soccer Night - ____Î_ì - TRX,gambling,0,0,0,0,0,0,  TRON,null,1
TronBox,gambling,2800,0,0,0,0,0,  TRON,null,1
TronMain,high-risk,972.051013,0,0,0,0,0,  TRON,null,1
Tron Star Wars Jedi,high-risk,51.528721,0,0,0,0,2,  TRON,null,1
Black Project,high-risk,376.777038,0,0,0,0,0,  TRON,null,1
TronFarm,high-risk,0,0,0,0,0,0,  TRON,null,1
Tronkarp Farm,high-risk,1200,0,0,0,0,1,  TRON,null,7
The Evolution of Trust,games,4000,0,0,0,0,0,  TRON,null,1
Cryptomeetup,other,0.276218,0,0,0,0,0,  TRON,null,1
TronVillage2,high-risk,0,0,0,0,0,0,  TRON,null,1
Mega Scalper,high-risk,12.58,0,0,0,0,0,  TRON,null,1
"TrxBanks 3,33% DAY Forever",high-risk,0,0,0,0,0,0,  TRON,null,1
Bingo,gambling,0,0,0,0,0,0,  TRON,null,1
Coloron,games,600,0,0,0,0,0,  TRON,null,0
CATDICE,gambling,10.185819,0,0,0,0,0,  TRON,null,3
Tronverza,high-risk,110.075671,0,0,0,0,0,  TRON,null,0
MEGATron ROI,high-risk,61.858775,0,0,0,0,0,  TRON,null,1
Everdragons,games,13400,0,0,0,0,0,  TRON,null,9
TRONIX MONEY,high-risk,0.546205,0,0,0,0,0,  TRON,null,0
FomoSports,gambling,88600,0,0,0,0,0,  TRON,null,2
TronDay,high-risk,0,0,0,0,0,6,  TRON,null,1
Farm Farm,high-risk,90.516309,0,0,0,0,0,  TRON,null,1
Mega Tron Multiplier X,high-risk,345.280461,0,0,0,0,0,  TRON,null,1
Tron Red Envelope,gambling,0,0,0,0,0,0,  TRON,null,1
PLAYFUN,gambling,0,0,0,0,0,0,  TRON,null,1
Tower Blocks,games,0,0,0,0,0,0,  TRON,null,0
BancoTRON,high-risk,1700,0,0,0,0,0,  TRON,null,1
TronPixel,games,31600,0,0,0,0,0,  TRON,null,1
BatBank,other,17600,0,0,4,0,6,  TRON,null,1
Goalbarclub,gambling,0,0,0,0,0,0,  EOS,null,1
EOS World,high-risk,0,0,0,0,0,0,  EOS,null,1
DargonGatePoker - ÎÁ__»_Â_ïÎ,gambling,0,0,0,0,0,0,  EOS,null,1
iGuess,gambling,13400,0,0,57500,0,2,  EOS,null,0
MVChain - Î_±_ñ_Î_,other,0,0,0,0,0,0,  EOS,null,0
EOS Planet,games,17,0,0,0,0,0,  EOS,null,0
EWG,gambling,0,0,0,0,0,0,  EOS,null,4
PandaFun,games,0.99,0,0,0,0,0,  EOS,null,4
EOS Gift Card,other,0,0,0,0,0,0,  EOS,['https://github.com/slyon/signup'],1
Game of Thrones Finale Guess,other,0.25,0,0,0,0,0,  EOS,null,2
EOS Lotto,gambling,7.03,0,0,0,0,0,  EOS,null,1
Treasure Box,gambling,0.9,0,0,0,0,0,  EOS,null,1
Short Name Register,other,5.7,0,0,0,0,0,  EOS,null,1
FatBank,other,2300,0,0,0,0,0,  EOS,null,1
EOS Blasterz,games,0,0,0,0,0,0,  EOS,null,1
EOS »_Î¬___,gambling,20.64,0,0,0,0,1,  EOS,null,0
Castle Battle,games,147.4,0,0,0,0,0,  EOS,null,1
EOS Cube,other,0,0,0,0,0,0,  EOS,null,0
Î_æÎ¿Ê_ÈÎËµÎ - Crypto Commemorative Coins,high-risk,2.58,0,0,0,0,12,  EOS,null,1
MyDice,gambling,10.56,0,0,0,0,0,  EOS,null,1
Gold Coast,high-risk,0,0,0,0,0,0,  EOS,null,1
EOS Brands,high-risk,0,0,0,0,0,0,  EOS,null,1
koibox,gambling,0.04,0,0,0,0,0,  EOS,null,1
Sexy Girl Slot,gambling,0,0,0,0,0,0,  EOS,null,0
FarmEOS,gambling,3700,0,0,43,0,89,  EOS,null,8
TGames,gambling,0.2,0,0,0,0,0,  EOS,null,0
EOS Poker,gambling,135.47,0,0,0,0,0,  EOS,null,1
Extreme Loto - ___»___ó,gambling,0,0,0,0,0,0,  EOS,null,0
EOS Farm,high-risk,0.06,0,0,0,0,0,  EOS,null,1
EosWar,gambling,168.22,0,0,0,0,0,  EOS,null,1
EOSeven,gambling,0,0,0,0,0,0,  EOS,null,0
OKBank,high-risk,1.5,0,0,0,0,0,  EOS,null,2
Mango ,gambling,9500,0,0,0,0,2,  TRON,null,0
DICE.TRX,gambling,200,0,0,0,0,0,  TRON,null,3
GOC DEX,exchanges,100.000034,0,0,0,0,0,  TRON,null,1
TronSolo,gambling,210,0,0,0,0,2,  TRON,null,4
TronBlock,gambling,7900,0,0,0,0,0,  TRON,null,4
Bettown,gambling,61.75001,0,0,0,0,0,  TRON,null,0
Lucky Hash,gambling,0,0,0,0,0,0,  TRON,null,1
Xworld,high-risk,0,0,0,0,0,0,  TRON,null,1
Dapp365,gambling,0,0,0,0,0,0,  TRON,null,1
Stake Them ALL (Tron Edition),games,7200,0,0,11,0,9,  TRON,null,1
TronFun,gambling,66600,0,0,0,0,2,  TRON,null,4
"BetHash - 1,000,000 TRX Gift",gambling,376400,0,0,203,0,34,  TRON,null,0
TronJoke,other,0,0,0,0,0,1,  TRON,null,1
Roulette - _¬_Ö,gambling,0,0,0,0,0,0,  TRON,null,1
Espacio,gambling,0,0,0,0,0,1,  TRON,null,0
Divitron,gambling,4.325,0,0,0,0,0,  TRON,null,0
EOS LeLego,gambling,0,0,0,0,0,0,  EOS,null,6
TRONCryptoMahjong3D,gambling,0.97563,0,0,0,0,0,  TRON,null,0
TronTU,gambling,10500,0,0,0,0,0,  TRON,null,14
Trade Home,exchanges,458.823,0,0,0,0,0,  TRON,null,1
DiceBet,gambling,201.328246,0,0,0,0,2,  TRON,null,0
Last Trip,games,21.1,0,0,0,0,0,  TRON,null,0
Who will die first in GoT S8,gambling,467.1,0,0,0,0,0,  TRON,null,0
Snatch3D,games,4700,0,0,0,0,0,  TRON,null,0
TRON Baccarat,gambling,0,0,0,0,0,0,  TRON,null,1
Hit4Digits,gambling,555,0,0,0,0,0,  TRON,null,5
EZBaccarat - __»Î¬»_Î¬___,gambling,0,0,0,0,0,0,  TRON,null,1
TronWoW,gambling,3400,0,0,0,0,0,  TRON,null,5
TronMax,gambling,37.197455,0,0,0,0,0,  TRON,null,0
TRONDice,gambling,3200,0,0,0,0,0,  TRON,null,6
CokeBet,gambling,0,0,0,0,0,0,  ETH,[],0
CryptoPlanet,games,2.14,0,0,0,0,0,  ETH,null,2
BankOfEth,high-risk,0.44,0,0,0,0,0,  ETH,null,1
Black Pearl - ETH,high-risk,0.84,0,0,0,0,0,  ETH,null,2
PORM - 20% Divs,high-risk,3.21,0,0,0,0,0,  ETH,null,1
DARK FOREST,games,0.12,0,0,0,0,0,  ETH,null,0
CryptoSpinners,games,0,0,0,0,0,0,  ETH,null,5
Proof of Hot Body,high-risk,1.2,0,0,0,0,0,  ETH,null,1
EtherDragons Arena,games,0,0,0,0,0,0,  ETH,null,0
Smart-Pyramid,high-risk,0.05,0,0,0,0,0,  ETH,null,0
BurstBet.win,gambling,0.12,0,0,0,0,0,  ETH,null,3
COPA 2018 - Trading Cards,games,0,0,0,0,0,0,  ETH,null,0
Ether Garden,high-risk,0,0,0,0,0,0,  ETH,null,2
Crypto Miner Token Classic,high-risk,4.48,0,0,0,0,0,  ETH,null,1
HotLot,gambling,0.01,0,0,0,0,0,  ETH,null,0
JUSTGAME - Endless Game,high-risk,54.89,0,0,0,0,0,  ETH,null,1
POID,high-risk,0.69,0,0,0,0,0,  ETH,null,0
Coinslot,gambling,2.43,0,0,0,0,0,  ETH,null,3
TheLast,gambling,0.61,0,0,0,0,0,  ETH,null,1
Oracle Psychic Hotline,high-risk,0,0,0,0,0,0,  ETH,null,1
OkamiPk,gambling,0,0,0,0,0,0,  ETH,null,0
luck.cafe,gambling,0.61,0,0,0,0,0,  ETH,null,1
Etherions,games,0.25,0,0,0,0,0,  ETH,null,2
PoFOMO,high-risk,0.23,0,0,0,0,0,  ETH,null,1
EMONT Frenzy: Collect EMONT!,games,0,0,0,0,0,0,  ETH,null,0
MonitorChain,other,0,0,0,0,0,0,  ETH,null,7
CloneZone,high-risk,0,0,0,0,0,0,  ETH,null,1
GORGONA Roulette,gambling,0,0,0,0,0,0,  ETH,null,1
BWSçÎÎ___,gambling,0.06,0,0,0,0,0,  ETH,null,0
Proof of Strong Body,high-risk,3.19,0,0,0,0,0,  ETH,null,0
Crypto DM,other,0,0,0,0,0,0,  ETH,null,1
"Ethecom: Buy, trade crypto-companies",games,0.64,0,0,0,0,0,  ETH,null,1
Win1Million,gambling,0.31,0,0,0,0,0,  ETH,null,3
luckybooms,gambling,0.01,0,0,0,0,0,  ETH,null,0
Conquest of Etherea,gambling,0.35,0,0,0,0,0,  ETH,null,2
EthPhoenix,other,48.9,0,0,0,0,2,  ETH,null,1
Unkoin,other,1.99,0,0,0,0,0,  ETH,null,1
GETCO8,gambling,1.41,0,0,0,0,0,  ETH,null,0
EtherWin X300,gambling,5.68,0,0,167,0,174,  ETH,null,1
Q3D.bet,gambling,0.1,0,0,0,0,0,  ETH,null,1
EscrowMyEther,other,1.01,0,0,0,0,0,  ETH,null,2
POG,high-risk,0.65,0,0,0,0,0,  ETH,null,0
DopeRaider,games,0.16,0,0,0,0,0,  ETH,null,0
MUSystem,high-risk,3.85,0,0,22,0,4,  ETH,null,2
Origin Bet,gambling,0,0,0,0,0,0,  ETH,null,1
Fomo Forever EIF,high-risk,0.24,0,0,0,0,0,  ETH,null,1
ETH Crates,high-risk,0.11,0,0,0,0,0,  ETH,null,1
PoWTF,high-risk,4.63,0,0,0,0,0,  ETH,null,1
PickFlix,games,0,0,0,0,0,0,  ETH,null,0
DCup,games,2.7,0,0,0,0,0,  ETH,null,18
FairDapp - Infinity,gambling,0,0,0,0,0,0,  ETH,null,1
dAppCaps,collectibles,0,0,0,0,0,0,  ETH,null,1
Moon Raffle,gambling,2.93,0,0,0,0,0,  ETH,null,2
EtherJack.io,other,0,0,0,0,0,0,  ETH,null,2
Proof Of Only HODLing,high-risk,17.27,0,0,0,0,0,  ETH,null,2
Etherlottery,gambling,0.25,0,0,0,0,0,  ETH,null,1
RadiCards,collectibles,0,0,0,0,0,0,  ETH,null,1
CryptoTreasure 2.5,games,2.74,0,0,0,0,0,  ETH,null,1
LOCKEDiN,other,2.75,0,0,0,0,0,  ETH,null,1
0xBitcoinCash,other,0,0,0,0,0,0,  ETH,null,1
Blockasino,gambling,0,0,0,0,0,0,  ETH,null,1
KingdomETH,high-risk,0.14,0,0,0,0,0,  ETH,null,0
mlmeth,high-risk,0,0,0,0,0,0,  ETH,null,1
EBONDS,high-risk,0.01,0,0,0,0,4,  ETH,null,1
ReverseJackpot,gambling,0,0,0,0,0,0,  ETH,null,0
KIWI,other,0,0,0,0,0,8,  ETH,null,1
Project424,high-risk,0.07,0,0,0,0,0,  ETH,null,0
Polymath,other,0,0,0,0,0,0,  ETH,null,10
The Train,high-risk,0,0,0,0,0,0,  ETH,null,3
IOE,high-risk,12.67,0,0,0,0,5,  ETH,null,1
Totle Swap,exchanges,0,0,0,0,0,1,  ETH,null,0
CryptoCuddles,games,25.79,0,0,0,0,0,  ETH,null,0
Pig World,gambling,0.05,0,0,0,0,0,  ETH,null,0
SilverMoon,gambling,0.11,0,0,0,0,0,  ETH,null,1
CryptoHorse,games,0,0,0,0,0,0,  ETH,null,3
ETHedge,high-risk,0.43,0,0,0,0,0,  ETH,null,1
NoBull,gambling,0.09,0,0,0,0,0,  ETH,null,1
PEACE,high-risk,0,0,0,0,0,0,  ETH,null,1
Xandar - Race for the prize,gambling,0.75,0,0,0,0,0,  ETH,null,1
worldtaken,games,3.31,0,0,0,0,0,  ETH,null,3
Russian Roulette,gambling,7.48,0,0,0,0,0,  ETH,null,1
Manekio,gambling,0.84,0,0,0,0,68,  ETH,null,0
CryptoSports,games,0.05,0,0,0,0,0,  ETH,null,5
PoWM,high-risk,27.34,0,0,0,0,0,  ETH,null,1
"Thomas Crown Art ""smART""",collectibles,0,0,0,0,0,0,  ETH,null,2
0xRacers,games,18.94,0,0,360,0,37,  ETH,null,0
Novabox,high-risk,66.27,0,0,0,0,0,  ETH,null,2
SuperDice,gambling,46.55,0,0,0,0,0,  ETH,null,1
Crypto Champions ,games,0.2,0,0,0,0,0,  ETH,null,2
Cryptoplaces,games,0,0,0,0,0,0,  ETH,null,1
Po50,high-risk,3.74,0,0,0,0,0,  ETH,null,0
Eth Multilevel Referral,other,0,0,0,0,0,0,  ETH,null,0
PoHD,high-risk,1.37,0,0,0,0,0,  ETH,null,0
Universal Crypto Token,high-risk,0.16,0,0,0,0,0,  ETH,null,1
EasyInvest +5% Fork,high-risk,0,0,0,0,0,0,  ETH,null,1
WinSome,gambling,0.01,0,0,0,0,0,  ETH,null,4
Crypto Sprites,games,0.1,0,0,0,0,0,  ETH,null,2
CryptoCocktailBar,games,0.01,0,0,0,0,0,  ETH,null,2
Oracle Roulette,gambling,0,0,0,0,0,0,  ETH,null,2
Ethereum Vault,other,222.22,0,0,0,0,1,  ETH,null,1
gciwin,gambling,0.01,0,0,0,0,0,  ETH,null,1
WeiDex,exchanges,4.62,0,0,0,0,0,  ETH,null,1
Ethername,other,0.37,0,0,0,0,0,  ETH,null,1
CryptoDate,collectibles,0.04,0,0,0,0,21,  ETH,null,1
Tip Top Universe,other,0.06,0,0,0,0,0,  ETH,null,2
SuperCard,gambling,50.65,0,0,0,0,0,  ETH,null,1
Pluto Commy Lotto,gambling,0.01,0,0,0,0,0,  ETH,null,0
Ethdice,gambling,0,0,0,0,0,0,  ETH,null,1
PoWL,high-risk,4.41,0,0,0,0,0,  ETH,null,1
CryptoSpaceX,games,0,0,0,0,0,0,  ETH,null,1
Corrently,other,0,0,0,0,0,0,  ETH,null,0
KeepGuess,gambling,0.05,0,0,0,0,0,  ETH,null,0
Spud3D,high-risk,0.03,0,0,0,0,0,  ETH,null,0
joyso,exchanges,751.19,0,0,22,0,22,  ETH,null,0
HogSmash,games,0.05,0,0,0,0,0,  ETH,null,0
King Of Poker,gambling,0,0,0,0,0,0,  ETH,null,0
SmartLotto,gambling,0,0,0,0,0,0,  ETH,null,1
DABANKING,high-risk,0,0,0,0,0,0,  ETH,null,0
Aethia.co,games,6.05,0,0,0,0,0,  ETH,null,77
celebs.party,games,0.05,0,0,0,0,0,  ETH,null,0
Wings,other,0,0,0,0,0,1,  ETH,null,1
Block Stack Game,games,0,0,0,0,0,0,  ETH,null,0
MagicSoda,gambling,0.3,0,0,0,0,0,  ETH,null,2
Blue Chip Revolution,high-risk,0.01,0,0,0,0,0,  ETH,null,0
Ether Hell,other,1.26,0,0,0,0,0,  ETH,null,4
PODevil,high-risk,1.54,0,0,0,0,0,  ETH,null,0
P4RTY,other,6.66,0,0,0,0,0,  ETH,null,12
LandSecrets,games,1.17,0,0,0,0,0,  ETH,null,9
Roll100,gambling,0,0,0,0,0,0,  ETH,null,1
Crypto Tulips,games,0.06,0,0,0,0,0,  ETH,null,1
Ethereum Bonds,other,0,0,0,0,0,0,  ETH,null,1
PoJ,high-risk,4.15,0,0,0,0,0,  ETH,null,1
PoWC,high-risk,1.03,0,0,0,0,0,  ETH,null,1
0xDogecoin,other,0,0,0,0,0,0,  ETH,null,1
Pandemica,gambling,458.34,0,0,0,0,1,  ETH,null,1
Strong Capital,high-risk,0.15,0,0,0,0,0,  ETH,null,0
Diss Hacker,gambling,0,0,0,0,0,0,  ETH,null,0
Winether,gambling,0.52,0,0,0,0,0,  ETH,null,1
RigCraft - Presale,games,0.1,0,0,0,0,0,  ETH,null,2
CryptoWars.Ga,high-risk,1.17,0,0,0,0,0,  ETH,null,1
Mokens,collectibles,0,0,0,0,0,0,  ETH,null,1
Proof Of No Dump (POND),high-risk,0.06,0,0,0,0,0,  ETH,null,0
QuasarX,gambling,0.01,0,0,0,0,0,  ETH,null,0
Be First Lotto,gambling,0.08,0,0,0,0,0,  ETH,null,0
POWH33,high-risk,1.36,0,0,0,0,0,  ETH,null,1
Ether World Wide Cup,games,0,0,0,0,0,0,  ETH,null,2
War Riders,games,140.55,0,0,0,0,2,  ETH,null,2
ETHimals - Your Blockchain Pet!,games,0,0,0,0,0,0,  ETH,null,1
King of Eth,games,0.21,0,0,0,0,0,  ETH,null,19
Reternal,high-risk,0,0,0,0,0,0,  ETH,null,1
HoHo Game,gambling,2.84,0,0,0,0,0,  ETH,null,1
Marriage Unblocked,other,0,0,0,0,0,0,  ETH,null,1
Contagion,gambling,0.01,0,0,0,0,0,  ETH,null,1
EthCrystal,gambling,1.04,0,0,0,0,0,  ETH,null,1
Clash Hash,gambling,0,0,0,0,0,0,  ETH,null,1
S0lar System For Sale,games,0,0,0,0,0,0,  ETH,null,1
CryptoStrikers,collectibles,5,0,0,0,0,0,  ETH,null,0
WeTrust Spring,other,0,0,0,0,0,1,  ETH,null,1
Crypto Politicians,games,0,0,0,0,0,0,  ETH,null,1
Quick Lotto,gambling,0.01,0,0,0,0,0,  ETH,null,0
Ether Basketball,games,0,0,0,0,0,0,  ETH,null,0
CryptoCollector,games,0,0,0,0,0,0,  ETH,null,0
Ether World Cup,gambling,0,0,0,0,0,0,  ETH,null,1
blockwar,gambling,0,0,0,0,0,0,  ETH,null,2
SmartWager,high-risk,0.94,0,0,0,0,0,  ETH,null,0
Proof of Long HODL,high-risk,1.69,0,0,0,0,0,  ETH,null,0
BET100,gambling,0.01,0,0,0,0,0,  ETH,null,1
Crypland,games,0,0,0,0,0,0,  ETH,null,1
Mike.rs 0xBitcoin Mining Pool,other,1.98,0,0,0,0,0,  ETH,null,3
Infinity Hourglass,other,1.19,0,0,0,0,0,  ETH,null,1
CryptoPokers,games,0,0,0,0,0,0,  ETH,null,1
FUD3D,gambling,0.02,0,0,0,0,0,  ETH,null,0
Project567,high-risk,0.01,0,0,0,0,0,  ETH,null,1
Black or White balloons,gambling,0,0,0,0,0,0,  ETH,null,0
Ramen Coin,other,0.38,0,0,0,0,0,  ETH,null,0
Token MultiSender,other,0,0,0,0,0,0,  ETH,null,0
FairHouse,gambling,1.44,0,0,0,0,0,  ETH,null,0
Miner Token Online,high-risk,0.06,0,0,0,0,0,  ETH,null,1
Myeth666,high-risk,0,0,0,0,0,0,  ETH,null,1
Crypto Mayor,games,0,0,0,0,0,0,  ETH,null,1
MyLuckyRabbit,games,0,0,0,0,0,0,  ETH,null,3
TokenFlip,gambling,0.43,0,0,0,0,0,  ETH,null,0
HODL Earth,games,5.24,0,0,0,0,0,  ETH,null,1
1 ETH,high-risk,170.32,0,0,0,0,0,  ETH,null,0
DankCoin,other,0.06,0,0,0,0,0,  ETH,null,1
Orbit,gambling,0,0,0,0,0,0,  ETH,null,0
LuckyDice,gambling,0.06,0,0,0,0,0,  ETH,null,1
UnblockMe,games,0.01,0,0,0,0,0,  ETH,null,1
Riveth,high-risk,0.08,0,0,0,0,0,  ETH,null,1
Double Ether,high-risk,0,0,0,0,0,0,  ETH,null,1
JUSTcoin,other,0.14,0,0,0,0,0,  ETH,null,1
VipCoin,other,0,0,0,0,0,0,  ETH,null,1
Etherkar,other,0,0,0,0,0,0,  ETH,null,0
ChainPrison,gambling,0.15,0,0,0,0,0,  ETH,null,0
To The Moon,gambling,0,0,0,0,0,0,  ETH,null,1
7Fun,gambling,11.83,0,0,2,0,1,  ETH,null,4
50 Shades of Ether,games,0,0,0,0,0,0,  ETH,null,2
CryptoWorldCup,games,0,0,0,0,0,0,  ETH,null,1
Immortal Player Characters (IPCs),games,0.1,0,0,0,0,0,  ETH,null,1
Hodl St,games,0,0,0,0,0,0,  ETH,null,1
Russian Roulette,gambling,0,0,0,0,0,0,  ETH,null,1
EtherMinewar,games,0.01,0,0,0,0,0,  ETH,null,1
ACEDICE,gambling,0.39,0,0,0,0,0,  ETH,null,4
Ethernal Cup,games,0.36,0,0,0,0,0,  ETH,null,2
Ether#COLOR,games,0,0,0,0,0,0,  ETH,null,0
ETH OnFire,gambling,0,0,0,0,0,0,  ETH,null,0
Arbenis,high-risk,0.1,0,0,0,0,0,  ETH,null,1
CryptoHero,games,0.02,0,0,0,0,0,  ETH,null,1
OMPx: Shared Growth Game,other,8,0,0,0,0,0,  ETH,null,2
Crypto Barons,games,5.12,0,0,0,0,0,  ETH,null,2
CryptoPepes,games,0.59,0,0,0,0,3,  ETH,['http://github.com/cryptopepes'],6
CryptoNames,games,0.01,0,0,0,0,0,  ETH,null,1
Slow.trade,exchanges,0,0,0,0,0,0,  ETH,null,2
Magic Box,other,0,0,0,0,0,0,  ETH,null,1
KittyPillar,games,0.07,0,0,0,0,0,  ETH,null,2
RESCALTA (RES),other,0,0,0,0,0,0,  ETH,null,2
Aion Scheduling System,other,0,0,0,0,0,0,  ETH,null,0
IAmCryptoRich,games,0,0,0,0,0,0,  ETH,null,2
PoWHMAX Reborn,high-risk,0.32,0,0,0,0,0,  ETH,null,1
HiPrecious,games,0,0,0,0,0,0,  ETH,null,0
Poethry,other,0.03,0,0,0,0,0,  ETH,null,1
SafeDIF,high-risk,0.11,0,0,0,0,0,  ETH,null,2
KimJongCrypto,games,0.34,0,0,0,0,0,  ETH,null,1
Etherjackpot,gambling,0,0,0,0,0,0,  ETH,null,0
0xbitconnect,high-risk,0,0,0,0,0,4,  ETH,null,0
Ether Voxel Space,other,0,0,0,0,0,0,  ETH,null,1
CryptoPainting,games,0,0,0,0,0,0,  ETH,null,0
Ethlus - Draw &  Win any Crypto,gambling,4.17,0,0,0,0,0,  ETH,null,2
Simply 13,high-risk,0,0,0,0,0,0,  ETH,null,1
ETHWINS,gambling,0,0,0,0,0,0,  ETH,null,1
NBA ONLINE,gambling,0.08,0,0,0,0,0,  ETH,null,2
PonziMoon,gambling,1.5,0,0,0,0,0,  ETH,null,2
Parallel World Cup,games,0,0,0,0,0,0,  ETH,null,1
POPO,gambling,0.35,0,0,0,0,0,  ETH,null,1
Crypto Miner Plus,high-risk,0.11,0,0,0,0,0,  ETH,null,0
ETH Smart Invest,high-risk,0,0,0,0,0,0,  ETH,null,0
DigiArtWorld,other,0,0,0,0,0,0,  ETH,null,0
EtherSpace,games,0,0,0,0,0,0,  ETH,null,0
12 Daily,high-risk,0,0,0,0,0,0,  ETH,null,1
KittyHats,games,0.02,0,0,0,0,0,  ETH,null,1
Ethnite,gambling,0.11,0,0,0,0,0,  ETH,null,1
EtherStrike,games,0.38,0,0,0,0,0,  ETH,null,1
EtherLoot,games,0.05,0,0,0,0,0,  ETH,null,1
Pyramid Ultimate,gambling,0,0,0,0,0,0,  ETH,null,0
HashBet,gambling,1.05,0,0,0,0,0,  ETH,null,1
orangeboard,other,0,0,0,0,0,0,  ETH,null,1
Cryptolotto,gambling,0,0,0,0,0,0,  ETH,null,9
The Illuminati,other,1.2,0,0,0,0,0,  ETH,null,1
0xRACER,gambling,0,0,0,0,0,0,  ETH,null,1
EmojiBlockchain,games,0.12,0,0,0,0,0,  ETH,null,2
ETH20,high-risk,0,0,0,0,0,0,  ETH,null,0
CryptoBundle,marketplaces,0,0,0,0,0,0,  ETH,null,4
CryptoWeddings,other,0,0,0,0,0,0,  ETH,null,3
CryptoArts,collectibles,4.01,0,0,0,0,0,  ETH,null,1
WeClosedInto,other,0.33,0,0,0,0,0,  ETH,null,1
dAppBridge,other,0,0,0,0,0,0,  ETH,null,0
Eth_ÈÁÎ_,gambling,0,0,0,0,0,0,  ETH,null,1
Etherass,collectibles,0.28,0,0,0,0,0,  ETH,null,1
Dex Farm,exchanges,0,0,0,0,0,0,  ETH,null,1
Etherush,games,0,0,0,0,0,0,  ETH,null,2
WorldCryptoCup,high-risk,0,0,0,0,0,0,  ETH,null,2
POSC,high-risk,1.44,0,0,0,0,0,  ETH,null,1
8thereum,high-risk,1.89,0,0,0,0,0,  ETH,null,1
